Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
2,0,71,2,7,0,150,3,3244
0,3,2041,0,2,12,110,1,1804
1,0,68,0,3,13,101,1,881
1,0,677,0,6,8,87,3,2857
0,1,2212,1,7,15,222,0,3319
2,0,39,0,6,4,118,2,926
0,4,3368,0,7,8,235,1,2042
1,0,1219,2,4,2,173,0,1920
0,1,3757,0,3,1,216,0,2451
1,0,552,2,2,0,97,3,2196
2,0,2,2,7,10,193,3,2929
0,4,5134,0,5,7,144,2,2714
0,4,1230,0,2,0,188,3,3088
1,0,377,1,2,10,270,1,895
0,1,1630,0,5,15,167,3,3231
0,2,3900,0,6,6,181,3,2312
1,0,165,2,7,1,99,2,1743
1,0,1100,1,4,4,143,2,1741
2,0,37,1,2,9,88,3,3309
1,0,1215,1,3,7,102,2,1177
2,0,8,0,7,9,149,0,1631
1,0,302,0,6,8,76,0,2524
1,0,1343,1,7,7,268,0,2167
0,4,9671,0,3,8,246,3,4922
0,1,6465,2,2,9,54,2,2328
1,0,647,2,1,6,158,1,940
0,1,421,1,2,8,94,0,1146
2,0,50,0,1,4,173,3,3287
2,0,16,2,4,2,124,0,1835
0,4,4276,1,6,7,86,3,3197
0,2,2218,2,1,1,174,0,1984
0,3,6994,1,4,0,185,2,2079
0,3,6883,1,3,4,296,3,3122
0,3,4737,2,7,11,87,0,2545
2,0,43,1,2,10,122,3,2620
0,2,5027,2,6,2,173,0,1799
0,5,5330,2,7,4,135,2,2813
0,3,7390,1,3,7,165,3,3040
1,0,1586,2,5,7,223,2,1327
1,0,224,1,7,0,85,3,2752
0,4,2929,2,6,2,263,2,2211
2,0,81,2,7,3,191,0,1589
2,0,61,2,5,10,224,3,2905
0,4,546,1,3,15,150,0,2594
1,0,1560,0,3,12,149,2,1515
1,0,560,0,6,9,144,1,2281
2,0,93,1,2,11,170,0,2003
2,0,39,0,6,7,198,0,1163
0,1,9745,0,1,13,128,3,4556
2,0,74,2,6,7,81,1,1417
1,0,1846,2,5,6,93,1,899
1,0,706,1,7,13,295,1,1221
2,0,21,0,3,10,119,3,2186
1,0,103,0,3,9,222,0,1538
2,0,52,1,7,15,298,1,2502
0,2,8797,2,7,3,52,1,1059
2,0,47,0,1,0,299,1,820
1,0,1967,1,4,5,92,2,1348
0,4,9980,1,7,15,273,2,5663
1,0,1232,0,5,0,62,2,904
2,0,51,2,5,4,231,0,3046
0,4,3192,2,4,1,146,2,2248
2,0,24,1,4,1,182,3,2436
2,0,50,1,4,1,181,3,3172
0,5,798,1,3,10,78,2,2401
1,0,409,1,1,4,140,2,1224
0,2,2389,2,5,7,229,1,1480
0,4,9773,1,2,9,82,0,4307
1,0,1328,2,2,4,284,1,1638
1,0,1478,2,4,11,155,1,1110
1,0,1308,0,3,6,245,3,2449
0,1,3310,1,4,9,230,3,3881
2,0,75,0,2,0,139,1,1576
1,0,1774,2,1,2,175,1,980
0,3,2910,0,3,15,95,0,2708
2,0,98,2,1,7,70,2,909
2,0,13,0,6,11,167,3,3690
1,0,1098,0,7,0,210,0,2416
2,0,0,2,7,6,294,1,1276
1,0,854,1,4,1,146,2,1499
2,0,85,0,3,1,140,3,3069
2,0,89,1,1,8,239,3,2696
0,3,7715,0,2,10,258,2,3432
2,0,59,1,2,7,108,1,763
2,0,51,0,5,8,291,2,1531
0,5,2553,2,3,12,188,2,3050
2,0,65,0,3,14,142,1,1988
1,0,274,1,4,3,69,3,1852
2,0,50,0,2,4,209,3,2296
1,0,219,0,7,14,58,0,1757
0,3,6510,2,6,3,231,0,2744
2,0,18,0,2,8,216,2,1985
1,0,1118,0,4,8,163,1,1275
1,0,1095,1,1,9,147,2,1586
2,0,23,2,4,3,217,2,1681
2,0,83,1,4,4,238,0,2230
2,0,20,0,7,0,251,0,3099
0,3,7285,1,1,12,60,1,1757
1,0,405,2,4,5,175,2,1532
0,5,6743,0,1,15,266,0,4416
2,0,8,1,6,8,114,2,1701
2,0,41,1,7,15,132,3,4194
1,0,1059,0,3,5,106,0,1634
2,0,49,0,2,1,108,2,1329
2,0,26,1,7,15,145,3,2901
1,0,1345,1,2,15,84,0,2536
2,0,93,0,4,10,171,3,3100
2,0,0,2,3,4,68,3,2180
2,0,63,0,6,11,275,1,1629
2,0,44,2,2,0,217,1,1493
0,5,1025,2,1,1,139,2,1543
1,0,265,2,1,13,141,0,1389
2,0,59,0,7,9,146,2,2118
2,0,60,1,6,4,221,0,2288
1,0,1906,2,5,2,198,0,2167
0,2,6798,1,5,7,296,0,2055
1,0,996,0,3,6,110,3,2618
0,1,3002,0,1,1,204,3,3468
2,0,34,0,2,14,108,1,1515
1,0,29,0,4,15,285,0,2747
1,0,525,0,4,2,98,1,1261
0,1,1298,2,6,9,122,1,2690
0,5,8881,2,7,10,282,2,4323
1,0,567,2,7,15,78,3,2978
1,0,673,0,1,9,74,0,1463
2,0,9,1,6,12,176,1,2181
1,0,970,0,1,14,228,2,1951
1,0,541,0,6,12,143,3,3080
0,3,49,0,4,0,86,3,2363
2,0,51,2,4,3,117,1,1408
2,0,80,0,4,1,165,0,1550
0,5,8741,2,1,7,223,1,4562
1,0,1863,1,7,9,57,3,3415
2,0,99,0,3,12,172,3,3114
2,0,23,2,7,13,292,3,2668
1,0,159,2,1,8,298,1,1242
1,0,287,2,4,3,134,3,2358
1,0,1539,0,6,1,244,3,3401
0,1,9828,0,7,0,122,3,4490
0,2,3457,2,1,0,153,3,1859
1,0,1792,0,2,6,236,2,1057
0,5,7934,0,3,4,202,2,4631
1,0,1312,2,2,14,79,1,1065
2,0,33,0,1,9,228,2,1094
0,1,9242,2,7,6,212,2,3085
2,0,75,1,6,6,239,3,2542
0,1,9704,2,4,8,166,1,2969
1,0,1204,0,1,14,161,1,1320
2,0,37,1,5,3,225,2,2155
0,1,7988,0,2,6,253,1,3641
1,0,882,0,4,13,295,3,3199
0,4,3194,1,6,9,107,2,2796
2,0,79,0,3,0,256,3,2654
1,0,675,2,2,11,203,1,1236
2,0,85,1,3,11,84,3,2233
1,0,648,1,5,2,179,2,2708
1,0,718,0,7,1,57,1,1184
1,0,393,2,5,11,154,1,1099
1,0,270,1,5,1,276,2,1526
1,0,1638,2,7,15,250,2,1870
2,0,35,2,6,12,184,1,1833
1,0,1423,1,4,5,179,3,3516
1,0,435,2,7,9,66,3,2333
2,0,25,2,5,1,50,2,2718
1,0,1950,0,3,0,130,2,1916
0,4,3654,1,5,0,213,2,2637
2,0,74,0,3,8,233,2,1126
2,0,72,1,1,13,297,2,1066
2,0,57,0,3,12,79,0,1855
0,4,370,0,1,13,139,0,2258
2,0,70,0,2,8,178,1,1385
0,4,8001,0,2,4,293,1,3201
2,0,22,2,7,0,64,3,2771
1,0,520,0,3,12,242,1,1331
0,2,8876,2,7,15,170,0,2608
2,0,44,1,4,3,155,1,1414
1,0,402,1,7,12,255,0,2339
1,0,1679,1,1,4,147,3,2783
0,1,7440,0,7,12,160,1,4039
0,4,678,2,7,3,85,3,3036
1,0,1319,0,7,15,188,2,1645
2,0,15,1,4,6,90,0,1553
2,0,6,1,6,2,259,0,2789
2,0,35,0,1,12,69,1,1023
0,5,6683,2,1,7,210,3,3624
2,0,36,2,5,5,147,3,2561
0,4,4195,2,3,10,79,1,2855
2,0,21,1,4,6,226,3,2267
1,0,1798,2,3,4,255,1,994
0,4,4562,1,7,6,59,0,3571
1,0,1006,2,1,15,178,2,1789
2,0,77,1,5,4,119,0,2170
0,3,4428,0,6,9,282,2,2751
1,0,1630,0,5,14,91,2,1470
0,3,9282,0,7,3,202,0,3199
0,4,7025,2,2,9,183,1,3443
2,0,1,1,7,11,299,3,3238
0,3,5321,0,4,11,88,2,2598
0,2,7423,1,2,14,89,1,1479
2,0,55,1,3,7,273,2,977
1,0,87,1,3,10,104,0,1589
0,2,4373,0,2,5,176,2,1184
0,3,7576,1,7,13,256,1,2514
2,0,5,0,7,5,122,2,2056
2,0,76,1,7,11,211,3,2546
0,1,2468,0,7,0,260,2,2334
0,4,8542,0,1,9,187,0,4131
2,0,53,0,1,8,259,0,1857
0,2,9970,1,6,4,209,2,2127
1,0,118,1,2,14,126,0,1738
0,4,6040,2,3,14,152,1,2779
1,0,1202,2,4,14,168,3,4219
0,4,1943,2,7,11,142,0,2966
2,0,95,1,6,2,95,1,1417
2,0,70,1,7,13,111,3,3444
2,0,63,0,4,7,61,0,1641
0,5,2132,2,5,3,183,3,2886
2,0,91,1,7,15,152,1,2537
0,5,185,2,2,7,117,2,572
0,5,3674,2,4,4,163,0,4285
0,2,7643,0,5,12,181,2,1837
2,0,7,1,4,8,236,3,3280
0,4,3237,1,3,6,109,3,2721
1,0,1254,0,6,6,211,0,3095
2,0,98,2,2,4,72,3,2537
0,4,8451,1,7,1,264,0,5247
2,0,84,1,3,12,75,3,2601
1,0,1396,0,5,4,157,0,1895
1,0,1703,2,2,2,165,0,2189
0,3,1439,2,1,9,242,2,1089
2,0,30,1,2,0,53,1,1109
1,0,378,0,3,7,164,1,1328
2,0,92,1,3,9,171,2,2298
1,0,1007,0,7,10,205,2,1986
2,0,63,1,4,3,284,1,1381
2,0,60,1,7,7,233,1,1764
0,4,5498,0,7,1,65,3,4658
0,4,8858,1,6,4,67,1,3875
1,0,879,1,3,11,54,1,1536
0,3,8590,1,5,15,143,1,3191
0,3,911,1,3,10,273,3,3129
2,0,35,1,6,9,247,2,2294
1,0,1096,1,5,10,125,3,2273
2,0,43,0,2,7,197,0,1266
1,0,1491,0,3,7,159,0,2578
2,0,7,2,2,12,93,2,1513
0,3,5132,1,7,13,132,1,2445
2,0,94,0,2,2,233,0,1771
1,0,30,1,1,13,159,1,1335
2,0,56,2,7,13,204,2,808
0,4,9734,2,7,12,252,3,5444
0,2,1092,2,6,6,245,2,2052
0,5,9363,1,4,11,160,0,5425
2,0,27,1,5,4,220,1,1100
2,0,24,2,3,12,187,3,2053
0,2,4407,2,7,10,176,3,2922
1,0,1468,2,3,9,292,1,2160
0,1,5098,0,5,10,234,3,4963
0,4,4055,1,1,11,61,2,2207
0,5,352,1,5,13,71,2,1073
0,2,4273,1,6,1,212,2,2177
2,0,7,2,4,1,56,0,1613
0,4,1769,2,7,10,169,0,2519
2,0,43,0,4,10,123,2,1786
0,4,6372,2,7,1,142,2,3529
1,0,1251,0,6,7,126,1,1311
0,1,6063,2,7,13,138,2,2819
0,3,8744,1,7,13,138,0,3404
0,4,1574,1,5,1,260,1,1721
1,0,1672,0,3,8,156,3,2188
2,0,98,2,2,15,291,1,1802
0,1,7287,0,6,9,165,0,3613
2,0,29,0,7,8,190,0,2186
0,3,508,2,6,3,56,3,2676
0,2,1995,1,3,11,75,2,1183
0,4,1800,0,3,7,173,3,3579
2,0,98,0,7,14,85,0,1915
2,0,22,2,4,10,55,0,2370
0,5,3913,1,6,10,238,3,5238
2,0,44,0,1,14,184,1,1022
1,0,1598,0,1,2,243,1,1074
0,5,5677,0,2,2,104,0,4385
2,0,83,0,7,6,267,1,1618
0,2,667,0,4,4,121,1,1499
0,1,7330,2,5,5,286,3,3780
2,0,0,0,2,9,184,2,1873
2,0,66,2,7,11,262,0,2272
2,0,27,2,3,4,86,1,1599
1,0,1981,1,1,10,227,0,2310
0,1,5743,1,3,8,60,2,2817
1,0,1338,1,3,5,267,0,2091
2,0,90,0,2,14,139,0,2143
1,0,1182,0,5,15,181,3,3689
1,0,347,2,3,2,279,3,2133
1,0,1286,0,4,0,122,2,1458
0,1,2948,1,4,7,281,1,1903
2,0,53,2,7,3,200,1,1594
0,3,2677,1,2,13,60,1,1594
1,0,626,0,6,3,244,0,1755
1,0,726,2,7,0,102,3,3399
1,0,48,2,3,10,197,0,1567
0,3,6711,1,3,10,117,2,2344
2,0,46,2,6,8,71,3,2790
2,0,88,2,5,9,91,0,2067
2,0,85,0,4,10,180,2,2118
2,0,82,0,5,3,278,0,2791
1,0,1972,1,7,13,262,0,2798
1,0,1080,2,3,15,69,3,2861
0,4,9670,2,2,5,69,3,5411
2,0,32,1,2,2,120,3,2310
2,0,99,1,1,1,105,3,2349
2,0,85,2,5,4,284,1,1302
0,3,9996,2,1,0,243,3,3538
0,2,6992,1,1,6,118,2,752
2,0,72,2,2,2,289,0,2160
0,1,4202,2,2,2,139,0,2799
0,4,5546,1,7,2,280,1,3804
1,0,1277,2,4,15,259,0,2214
2,0,65,0,7,15,206,1,2166
2,0,93,0,3,9,51,0,1966
1,0,263,0,2,11,238,1,1524
0,1,8347,0,4,8,174,1,2789
1,0,1376,0,3,10,173,3,2499
2,0,0,0,1,3,224,1,1687
1,0,870,0,4,15,55,1,1450
0,3,8216,1,7,6,152,2,2534
0,5,3627,0,6,11,70,3,2930
2,0,86,0,6,5,142,1,1194
1,0,376,0,5,5,295,0,2354
1,0,820,2,7,10,223,3,2852
0,3,4411,0,7,2,235,2,2992
2,0,68,1,1,8,61,0,1472
1,0,1777,0,3,0,276,2,1043
1,0,1300,1,3,15,127,3,3671
0,1,5513,2,3,6,122,1,2774
1,0,644,0,1,9,233,2,1587
2,0,94,2,6,15,118,1,2467
0,5,6804,1,6,2,157,2,4231
2,0,54,1,4,2,110,2,1922
2,0,49,1,3,8,296,2,1506
2,0,53,1,1,9,123,3,2534
0,3,695,2,3,14,144,0,2005
0,5,1652,0,7,5,191,1,1537
0,3,8271,0,7,3,284,2,2943
1,0,1961,0,2,3,124,1,1414
0,4,885,1,1,14,75,3,3147
2,0,93,0,5,0,236,0,1505
0,4,5415,0,3,3,183,1,2796
1,0,390,1,6,12,133,1,2321
2,0,64,0,1,5,250,0,1396
1,0,30,1,1,6,162,2,1284
0,2,1776,0,2,14,115,0,2238
1,0,815,1,6,9,80,3,3218
0,5,217,2,6,14,242,0,3142
0,1,9469,2,3,12,144,2,5462
2,0,77,1,5,8,188,3,2357
1,0,1669,0,7,6,213,3,2465
2,0,94,1,3,2,251,3,2881
1,0,847,1,5,12,157,0,2432
0,2,6811,1,1,4,65,3,2725
0,3,779,1,7,13,225,3,3464
2,0,85,1,7,1,164,3,3475
2,0,76,2,5,4,102,2,1279
0,5,1992,2,4,2,131,3,3265
2,0,15,1,4,4,170,3,2434
2,0,35,1,6,9,133,2,2142
2,0,1,2,1,14,189,2,1593
2,0,60,1,5,9,66,3,1850
2,0,69,2,7,11,164,3,2077
0,3,5914,0,5,2,240,2,2837
1,0,733,2,1,10,92,0,1279
2,0,47,0,5,5,203,0,1586
1,0,605,2,4,4,112,2,1609
1,0,614,0,4,0,118,3,2552
2,0,49,1,5,8,243,0,1778
1,0,1669,1,6,9,241,2,1991
2,0,40,2,6,3,106,2,1687
1,0,378,1,1,8,177,2,586
2,0,66,0,3,13,146,2,1403
2,0,48,0,4,4,70,2,1263
0,5,6066,2,5,12,171,2,3685
0,4,5869,1,3,4,169,0,3537
1,0,586,1,6,2,221,0,2826
0,4,8886,0,3,11,296,3,4545
2,0,73,2,7,10,179,0,2998
1,0,1416,0,4,10,166,1,1423
0,2,574,2,3,13,72,0,1000
2,0,23,0,6,4,182,1,1968
1,0,1256,1,6,8,107,1,759
2,0,24,0,5,0,158,0,1955
0,2,6393,1,6,3,244,0,1543
2,0,91,1,4,15,299,2,1888
2,0,65,0,3,7,282,1,1382
2,0,57,2,3,11,118,1,1476
1,0,1077,2,2,3,240,1,1083
2,0,88,0,1,9,217,3,2098
2,0,26,2,3,3,274,3,2375
2,0,4,1,7,15,100,3,3153
0,5,599,0,3,2,107,2,1534
1,0,1560,0,5,2,263,2,2230
0,1,8667,2,4,15,188,2,2890
2,0,44,2,5,9,280,0,2348
2,0,50,0,1,6,59,3,1511
1,0,1155,0,1,9,152,3,2937
1,0,1927,1,5,3,241,0,2464
1,0,1225,0,2,13,215,0,2183
2,0,97,0,6,5,88,3,2259
1,0,774,1,5,3,90,3,2269
0,1,7684,2,5,8,170,2,3747
2,0,30,2,7,5,113,0,2167
2,0,27,2,3,3,200,2,1829
0,5,5781,2,6,0,81,0,4933
0,2,7427,0,4,11,174,0,2369
0,1,3436,0,6,5,229,3,4040
1,0,1197,1,3,2,253,3,2794
0,3,6130,1,7,11,54,1,2617
1,0,952,1,5,13,135,1,1948
0,2,5351,1,2,11,118,0,1374
1,0,233,0,1,15,202,0,1438
1,0,1960,2,5,13,276,2,1877
1,0,465,1,4,0,172,0,2262
2,0,23,2,7,6,290,2,1250
0,3,8052,1,7,9,199,3,3589
1,0,1934,2,4,4,240,0,2053
2,0,61,2,3,1,193,0,1630
0,1,8304,0,6,0,62,0,4464
1,0,1529,0,2,15,172,0,2449
1,0,1878,0,7,13,188,0,2107
1,0,438,1,4,8,283,2,699
0,2,9872,0,7,4,204,2,1052
0,1,6741,0,4,5,254,3,5005
0,5,1568,0,6,9,257,1,2450
1,0,866,1,6,11,178,1,1539
0,1,4240,0,5,15,150,0,3831
2,0,24,1,2,0,104,3,2556
1,0,1550,1,5,5,92,2,2317
0,3,3477,0,5,7,70,1,1681
0,4,3514,0,4,4,295,1,2542
1,0,1601,2,4,15,51,0,2207
2,0,86,1,6,8,116,2,1605
0,3,9258,1,7,7,242,0,4270
1,0,1328,0,7,1,83,2,1901
2,0,92,2,2,1,240,0,1875
2,0,30,2,3,2,127,1,1234
0,4,2537,1,3,13,128,1,2029
2,0,87,0,2,4,71,0,1555
2,0,20,1,3,0,277,2,1794
1,0,448,1,3,15,256,1,1767
1,0,668,2,5,3,136,0,1474
2,0,16,2,4,8,206,3,2109
0,4,7878,2,3,2,288,1,3180
0,2,7510,2,1,4,281,2,1024
0,3,9513,2,4,5,243,0,3953
2,0,15,2,1,9,77,3,2306
1,0,593,1,7,4,162,0,2176
1,0,146,2,7,7,298,1,2114
2,0,76,1,4,11,276,3,2940
0,3,7191,2,1,11,86,2,2479
2,0,74,1,5,8,76,0,2164
0,3,6425,0,4,3,94,0,3586
0,5,4684,2,7,3,214,0,3600
0,4,2217,0,5,8,263,2,1914
0,1,8713,2,4,1,62,1,4887
1,0,614,0,7,7,77,1,1110
0,3,2703,2,1,10,101,1,1575
0,4,7491,0,2,0,168,0,3312
0,1,5944,1,2,7,291,2,3367
2,0,17,2,5,12,97,3,1999
0,2,1824,0,1,7,122,0,1651
1,0,580,0,3,2,130,2,2325
2,0,60,0,3,3,100,3,2106
2,0,87,0,2,7,172,1,1341
0,5,7874,0,3,11,255,2,4663
1,0,1318,2,4,3,263,1,877
0,1,2851,1,7,2,240,0,2901
0,4,9486,1,3,15,75,1,3656
2,0,96,2,6,2,139,1,1393
2,0,25,2,3,6,79,2,1596
1,0,583,1,7,14,167,0,2923
0,5,5497,2,1,2,181,2,3308
2,0,10,1,6,2,248,2,1511
0,2,9629,2,2,1,86,2,1103
0,3,9072,0,6,0,201,3,3877
2,0,89,2,2,0,131,0,1242
0,1,9318,2,7,14,127,1,4617
1,0,963,2,7,6,124,2,2096
0,2,1308,2,3,3,168,2,1737
2,0,28,2,1,4,108,0,1433
2,0,3,0,6,12,150,0,2175
1,0,1962,1,7,1,63,3,2838
0,4,1020,1,7,0,235,3,2994
2,0,71,1,4,9,252,1,1384
0,2,7107,2,4,9,223,1,1687
1,0,911,1,2,9,167,0,1874
1,0,1488,1,3,9,152,2,1444
2,0,44,2,1,1,133,2,1411
0,3,7375,1,4,11,167,2,2545
1,0,842,0,3,4,64,2,1621
1,0,1656,0,6,5,216,0,1851
1,0,1686,2,4,0,91,1,1383
2,0,69,1,1,9,235,2,1633
1,0,737,0,3,12,251,3,2694
0,4,6260,0,5,15,131,3,4009
0,4,3271,1,6,5,173,2,2696
0,1,8754,0,6,4,131,0,3959
2,0,15,1,2,15,184,0,2404
0,5,8731,2,3,13,283,1,5346
1,0,1572,2,2,2,276,0,2059
1,0,1004,1,1,3,115,0,1373
0,3,9936,1,1,15,228,3,4914
2,0,87,1,4,6,97,2,1526
2,0,10,2,5,12,60,2,1615
2,0,8,0,1,15,109,2,1107
2,0,73,0,7,0,254,1,925
1,0,643,1,3,14,104,0,2548
1,0,343,0,6,0,83,0,1986
2,0,60,1,4,8,162,0,1448
2,0,16,2,3,0,181,3,1936
0,4,9686,2,6,0,92,3,6738
0,2,5674,0,3,1,125,0,1809
1,0,1425,0,2,6,150,1,897
1,0,316,1,3,7,73,1,982
0,4,3881,1,4,10,186,1,2166
0,4,1019,1,1,2,273,2,1921
0,3,2825,1,6,9,74,0,2180
2,0,87,2,1,7,290,2,1468
2,0,56,0,7,9,117,2,1793
1,0,1427,1,4,13,136,2,1277
0,4,5380,2,5,14,289,0,4255
1,0,880,0,3,5,291,0,2352
1,0,1488,2,3,10,175,0,1592
2,0,55,1,7,1,193,3,3657
2,0,37,2,2,6,288,3,2693
2,0,7,1,2,1,248,3,2558
0,4,9664,2,2,3,272,3,4497
2,0,50,2,1,13,239,1,2241
0,4,1363,0,6,0,92,2,1434
1,0,1664,2,1,10,298,2,1101
1,0,1110,0,4,9,95,2,1816
0,4,7243,2,5,9,176,1,3575
1,0,337,0,2,2,200,0,1499
2,0,88,1,5,3,65,0,1703
0,5,8977,2,1,4,180,3,5667
2,0,64,2,7,2,131,2,1884
2,0,50,0,3,14,69,3,3060
2,0,95,0,2,0,199,3,2009
0,3,4842,1,7,8,119,3,3299
2,0,60,1,6,5,155,0,2277
1,0,1436,0,2,15,117,3,3295
0,5,7300,0,3,2,59,0,4584
2,0,18,1,5,7,146,0,2384
1,0,1153,1,1,11,222,1,876
0,1,1335,0,3,2,198,3,4063
2,0,65,0,2,14,206,1,1164
1,0,1783,1,7,0,227,1,2129
2,0,31,2,6,15,142,3,2193
1,0,309,0,7,2,188,0,1801
1,0,1894,0,4,15,215,3,3404
0,3,8111,0,6,6,169,2,2347
0,3,3825,0,3,13,145,3,2864
1,0,1424,1,3,14,235,1,1302
0,3,4685,0,2,6,235,3,3370
1,0,446,1,4,15,198,1,2057
0,3,6808,2,7,13,131,3,3549
0,4,6469,2,3,11,158,0,3792
1,0,1735,1,6,4,291,3,2897
1,0,93,0,7,13,65,1,961
2,0,15,0,1,15,73,2,1023
0,2,8848,0,6,15,223,1,2070
2,0,11,1,2,10,118,1,1059
1,0,1690,2,4,2,223,0,2220
1,0,1724,0,7,12,145,0,1897
2,0,95,2,7,15,237,2,2007
0,3,5902,2,6,4,50,1,2357
2,0,3,0,6,8,164,1,990
0,2,2883,1,2,12,277,3,2161
2,0,12,2,7,9,275,2,1603
2,0,51,2,4,6,204,3,2592
2,0,30,0,2,0,192,2,1148
2,0,11,2,6,6,290,3,3194
0,5,2829,0,7,5,195,0,2573
0,2,8948,2,5,0,280,1,1460
1,0,137,1,4,7,291,1,1858
1,0,743,2,7,1,177,3,3929
0,1,553,1,3,5,188,0,1929
0,1,180,1,4,15,126,3,3227
1,0,453,1,5,7,283,2,2305
1,0,1400,2,3,4,241,0,2743
2,0,42,0,6,10,59,2,1442
2,0,73,0,6,11,72,2,1576
2,0,43,1,4,13,282,3,2469
0,2,9514,1,5,9,211,2,1616
2,0,74,0,1,1,148,2,1714
0,4,3147,0,1,6,57,1,1626
2,0,6,0,4,13,201,3,2662
2,0,85,2,2,7,154,1,485
2,0,46,0,4,11,265,1,623
2,0,37,2,4,9,141,0,1867
0,3,9408,0,7,15,160,0,4787
2,0,57,2,6,5,155,1,1233
2,0,22,0,6,11,161,0,2293
1,0,243,1,3,6,242,2,1206
0,2,122,1,3,0,186,3,2474
1,0,1030,1,1,12,198,3,1922
2,0,20,0,5,1,279,0,2672
0,1,3428,2,3,11,90,0,2679
2,0,48,2,4,1,222,1,1908
2,0,31,2,2,13,297,1,1264
0,1,1122,2,2,14,105,2,1302
1,0,379,2,1,5,148,2,1353
0,5,6645,1,6,10,284,3,6160
0,5,8241,1,6,6,248,0,4680
2,0,33,2,3,15,73,1,960
0,5,1262,1,5,5,87,0,2032
1,0,1777,0,5,1,175,3,2930
1,0,1794,0,5,6,150,0,2288
1,0,420,0,4,12,65,3,2808
2,0,96,0,4,8,88,2,1673
2,0,57,2,2,6,127,1,991
0,5,3362,2,7,13,83,2,3301
1,0,1451,1,4,8,112,1,1210
2,0,36,1,2,1,243,2,1917
0,4,1955,1,4,1,173,3,3268
2,0,68,2,3,5,260,1,1725
2,0,92,0,4,9,72,3,1841
2,0,55,0,1,1,255,3,1853
0,4,9895,1,6,10,75,3,5935
1,0,1219,2,5,12,243,2,2382
0,5,2972,0,5,11,244,0,2635
0,2,1246,0,2,10,138,1,1141
2,0,52,0,1,8,232,2,1460
2,0,34,1,6,6,131,3,1991
2,0,42,0,3,3,113,1,783
1,0,296,2,7,15,177,3,3536
0,3,9832,2,5,12,253,3,3738
2,0,50,2,3,5,107,2,1650
2,0,2,0,6,11,262,3,1959
2,0,6,0,7,0,206,3,2986
2,0,24,0,6,15,212,1,2033
2,0,32,2,6,14,276,0,2176
0,4,9071,0,4,14,178,3,4050
0,4,1617,1,4,13,187,3,2947
2,0,54,1,4,6,58,2,1070
0,5,9385,1,2,6,257,3,5449
1,0,432,0,4,7,205,1,1159
1,0,26,1,3,4,84,0,2011
0,5,4195,2,2,5,166,2,3422
0,1,9346,0,1,5,99,3,4401
1,0,1364,1,1,7,108,1,1484
2,0,64,1,5,4,130,2,1520
2,0,74,2,2,3,171,0,2079
1,0,448,2,3,4,100,1,1586
0,1,8975,0,3,11,120,3,5477
0,2,661,2,1,12,180,3,2207
0,4,2148,0,2,11,190,2,2389
2,0,95,0,2,12,293,3,2716
0,4,7893,2,5,14,64,0,3923
0,3,8691,2,1,2,183,2,2421
1,0,1159,1,3,10,230,3,2334
2,0,13,0,4,1,209,2,1866
1,0,1798,0,4,3,176,0,1680
2,0,67,0,2,7,180,3,2958
1,0,1660,2,2,5,100,3,2701
1,0,654,2,2,1,238,0,1877
0,1,9722,0,3,4,166,3,5186
1,0,1263,2,1,11,201,2,1644
1,0,600,0,1,4,263,2,1152
2,0,8,1,3,5,286,2,1611
1,0,1536,0,7,4,214,2,2579
2,0,50,0,4,13,113,1,590
2,0,66,2,4,13,73,3,3093
1,0,1601,2,3,5,243,1,1647
0,2,6022,2,6,12,74,1,2002
0,2,6826,2,7,4,212,3,3197
0,4,9839,2,2,0,238,1,3931
1,0,618,1,4,13,232,0,2166
0,2,6775,0,3,5,132,2,1172
0,3,5792,2,1,11,275,1,1846
2,0,88,0,3,15,166,1,1351
2,0,39,2,2,7,50,2,803
2,0,68,0,3,0,166,1,1098
1,0,1824,0,3,8,253,0,1761
0,2,6775,1,7,1,88,2,1808
2,0,90,2,3,2,173,3,1873
0,2,1315,1,5,6,253,2,1153
2,0,94,0,3,0,165,0,1637
1,0,1931,0,3,6,109,3,2245
1,0,465,0,6,2,157,0,1942
1,0,766,0,7,15,267,0,2836
2,0,44,0,2,10,85,0,1928
1,0,1740,1,6,3,151,2,1788
1,0,1168,0,5,7,298,1,1887
2,0,62,2,5,1,259,0,2983
2,0,54,1,7,14,253,1,1522
0,5,8921,0,5,6,216,2,4184
2,0,32,1,4,6,94,1,737
1,0,674,0,2,2,147,2,1256
2,0,4,1,6,15,123,2,1756
2,0,13,1,7,2,124,2,1747
0,4,3929,2,1,3,201,2,2020
1,0,455,1,6,3,98,2,1740
1,0,795,2,1,11,52,2,1281
2,0,83,1,4,12,87,0,1809
0,2,7298,2,2,14,281,2,1968
2,0,90,2,4,9,97,1,1332
2,0,93,2,4,1,251,1,1491
2,0,43,2,5,13,246,2,2062
2,0,10,0,6,13,107,1,1819
1,0,451,2,7,13,147,1,1615
2,0,92,2,1,4,175,1,1560
1,0,824,0,4,5,268,1,1140
0,3,6011,1,1,0,145,1,2152
2,0,8,2,4,13,171,1,774
0,2,6580,0,2,2,237,1,1379
0,2,3694,1,4,2,262,2,1511
1,0,287,2,6,4,171,0,1910
